TRAN_DT,TRAN_TMRG,TRAN_AMT,MD_TYPE,FND_TYPE,FF_SP_AI,Source,Target,source_fan_out,source_fan_in,source_gather_scatter,source_simple_cycle,source_bipartite,source_stack,target_fan_out,target_fan_in,target_gather_scatter,target_simple_cycle,target_bipartite,target_stack
20240124,15,525457,4,30,02,188_4458857418543747,110_2032685896786865,0,0,0,0,1,0,0,0,0,0,1,0
20240108,18,581791,2,14,00,155_3314218692371006,167_5941269784840045,0,0,0,0,1,0,0,0,0,0,1,0
20230814,8,956058,6,25,01,129_9844424442242220,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20240219,18,90059,6,24,00,129_5267691178234494,129_7096360647997925,0,0,0,0,1,0,0,0,0,0,1,0
20240522,21,894041,2,14,01,700_1400086102063774,164_3677462372741441,41,31,31,510,72,1936,0,0,0,0,1,31
20240307,18,4773,2,15,01,125_7146012700096340,168_2642871178561691,44,34,34,508,78,2127,0,0,0,0,1,34
20240116,6,792985,3,19,SP,103_8869838191647365,170_1624078803827195,0,0,0,0,1,0,0,0,0,0,1,0
20230630,8,894411,6,26,SP,149_8942356965246889,156_2493576523082976,0,0,0,0,1,0,0,0,0,0,1,0
20230821,15,710158,5,21,02,117_6043529798495981,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20231226,21,634996,7,4,SP,917_9821905184464824,120_2965270729792844,27,40,27,501,67,1678,0,0,0,0,1,40
20231123,3,99069,5,1,01,700_1400086102063774,459_9771999429864325,41,31,31,510,72,1936,32,37,32,511,69,1879
20231106,3,912529,8,24,01,165_4995216419311204,199_8072054191287198,0,0,0,0,1,0,0,0,0,0,1,0
20240227,12,271306,1,23,SP,159_3241093946706259,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20230727,21,339770,3,30,01,147_4647049654743346,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20231021,15,768473,8,13,01,149_1188527700972573,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20231117,6,524583,7,0,02,205_7764167623378289,359_8748289854730524,30,30,30,508,60,1521,30,37,30,510,67,1774
20240527,3,850387,7,24,01,672_2425567546371265,180_2643660776157410,31,39,31,511,70,1904,0,0,0,0,1,39
20230707,3,167112,3,4,01,160_4496083254261726,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240401,12,837459,8,14,00,359_8748289854730524,154_7104799464122681,30,37,30,510,67,1774,0,0,0,0,1,37
20230806,3,581929,7,20,01,184_2021012135688798,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20230921,6,790182,4,25,01,110_9198632530341482,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20231016,15,548671,8,0,SP,672_2425567546371265,777_1130092367040023,31,39,31,511,70,1904,31,36,31,503,67,1744
20230818,3,635160,7,14,00,158_9076395419542751,141_6780589807884995,0,0,0,0,1,0,0,0,0,0,1,0
20240324,12,39056,2,20,00,359_8748289854730524,137_8090208813128523,30,37,30,510,67,1774,0,0,0,0,1,37
20231221,15,393205,2,25,00,857_3947123346806583,175_3210626708574764,36,34,34,510,70,1875,0,0,0,0,1,34
20230927,15,564197,5,18,02,162_3068032004579741,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240529,3,551897,6,12,01,190_5475898717720322,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20231004,18,536033,8,12,00,179_5463259642788682,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20230919,15,122284,6,11,00,714_7810586476051201,132_6053388226845674,43,32,32,511,75,2071,0,0,0,0,1,32
20240130,3,101308,8,25,SP,205_7764167623378289,107_6012717539964653,30,30,30,508,60,1521,0,0,0,0,1,30
20240205,12,630415,1,28,00,917_9821905184464824,145_1856350613467447,27,40,27,501,67,1678,0,0,0,0,1,40
20231215,8,258670,4,21,00,700_1400086102063774,190_2842675499736073,41,31,31,510,72,1936,0,0,0,0,1,31
20231023,12,644544,6,19,01,672_2425567546371265,714_7810586476051201,31,39,31,511,70,1904,43,32,32,511,75,2071
20240116,21,324719,6,2,02,164_3243584491524701,111_7591969225336008,0,0,0,0,1,0,0,0,0,0,1,0
20230819,18,507857,2,30,SP,777_1130092367040023,194_4361433258108617,31,36,31,503,67,1744,0,0,0,0,1,36
20240514,6,248909,8,20,02,857_3947123346806583,777_1130092367040023,36,34,34,510,70,1875,31,36,31,503,67,1744
20240127,18,554162,1,26,01,148_9634352399171316,198_8324567612083909,0,0,0,0,1,0,0,0,0,0,1,0
20240406,18,594896,4,2,00,121_2362915228245722,105_8714411198440479,0,0,0,0,1,0,0,0,0,0,1,0
20240212,12,521401,4,23,SP,149_5883516212895272,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20230817,0,480450,1,23,SP,359_8748289854730524,359_8748289854730524,30,37,30,510,67,1774,30,37,30,510,67,1774
20240320,8,647901,6,28,00,124_7375826160223487,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20231230,15,164982,1,13,00,459_9771999429864325,672_2425567546371265,32,37,32,511,69,1879,31,39,31,511,70,1904
20231220,0,75475,8,24,01,130_1681942608323294,185_4202053159675456,0,0,0,0,1,0,0,0,0,0,1,0
20240527,18,516803,8,17,SP,200_1932662397705288,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240505,18,730655,3,21,02,135_4916898060487548,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240328,12,849661,8,13,01,182_4701058394703931,191_2222313858265578,0,0,0,0,1,0,0,0,0,0,1,0
20240505,21,649365,4,2,SP,125_7146012700096340,128_8233199100012776,44,34,34,508,78,2127,0,0,0,0,1,34
20231014,8,564431,7,22,00,109_5138146240692221,164_2446813190807583,0,0,0,0,1,0,0,0,0,0,1,0
20231024,3,319900,4,17,SP,185_4482241075348767,109_1190737325460712,0,0,0,0,1,0,0,0,0,0,1,0
20230803,0,837868,8,25,02,157_4207457588410231,126_8412580394633070,0,0,0,0,1,0,0,0,0,0,1,0
20231015,15,505601,8,13,02,777_1130092367040023,118_5936133379261488,31,36,31,503,67,1744,0,0,0,0,1,36
20240531,15,728551,3,20,01,126_1713207900083902,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20230805,18,64588,6,13,02,714_7810586476051201,777_1130092367040023,43,32,32,511,75,2071,31,36,31,503,67,1744
20240312,15,293861,3,19,02,108_6265686631991381,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231204,8,105304,5,14,00,132_5175139712840148,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20231128,3,323084,2,4,01,125_7146012700096340,459_9771999429864325,44,34,34,508,78,2127,32,37,32,511,69,1879
20240401,21,190914,1,4,00,192_8520312435551002,146_6907507888466017,0,0,0,0,1,0,0,0,0,0,1,0
20231203,12,999622,3,17,00,672_2425567546371265,184_5529879183016419,31,39,31,511,70,1904,0,0,0,0,1,39
20240406,3,87187,3,15,01,359_8748289854730524,180_6299769297720802,30,37,30,510,67,1774,0,0,0,0,1,37
20240608,18,484672,7,22,SP,117_4005716904779237,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20230812,21,696230,6,19,SP,115_1037848162028832,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20230826,18,718131,1,30,02,193_8453373461271069,182_3674485310074982,0,0,0,0,1,0,0,0,0,0,1,0
20240618,6,728876,1,28,02,122_5889149021940422,182_2489668268420946,0,0,0,0,1,0,0,0,0,0,1,0
20231021,21,247870,8,21,02,124_5159545350786656,185_7764771795775040,0,0,0,0,1,0,0,0,0,0,1,0
20240519,6,818099,1,18,01,136_4789094415988362,166_7338484404523890,0,0,0,0,1,0,0,0,0,0,1,0
20230715,18,580204,6,28,SP,186_2090349908411917,163_7257970139461148,0,0,0,0,1,0,0,0,0,0,1,0
20240420,12,497853,6,11,00,153_3420836908525307,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20231210,8,595587,3,2,02,174_3959785036093792,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20230716,12,260653,2,19,SP,166_5932103431207184,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20240228,15,400843,3,18,02,205_7764167623378289,183_7113578464651538,30,30,30,508,60,1521,0,0,0,0,1,30
20231117,15,822582,4,0,00,178_6493141262610779,147_3415930120515049,0,0,0,0,1,0,0,0,0,0,1,0
20240212,8,921191,4,18,01,714_7810586476051201,700_1400086102063774,43,32,32,511,75,2071,41,31,31,510,72,1936
20240423,8,812185,8,25,00,179_7151567608516534,120_2015607353757635,0,0,0,0,1,0,0,0,0,0,1,0
20230912,18,716833,5,27,02,100_8260474728186445,134_1950048396344403,0,0,0,0,1,0,0,0,0,0,1,0
20240109,15,994219,6,13,02,156_2474956415420140,199_4077963626402483,0,0,0,0,1,0,0,0,0,0,1,0
20231127,15,70783,7,22,01,917_9821905184464824,165_2843414375152375,27,40,27,501,67,1678,0,0,0,0,1,40
20240411,21,905443,7,26,01,777_1130092367040023,359_8748289854730524,31,36,31,503,67,1744,30,37,30,510,67,1774
20240205,3,964338,1,19,01,153_5116828237669617,162_4252726919362084,0,0,0,0,1,0,0,0,0,0,1,0
20231015,21,610683,3,15,01,857_3947123346806583,205_7764167623378289,36,34,34,510,70,1875,30,30,30,508,60,1521
20231004,6,975831,6,25,01,175_8867161891441928,162_7037686116952733,0,0,0,0,1,0,0,0,0,0,1,0
20230921,0,366711,6,23,SP,672_2425567546371265,700_1400086102063774,31,39,31,511,70,1904,41,31,31,510,72,1936
20230828,12,920600,5,28,00,917_9821905184464824,125_9572828941829688,27,40,27,501,67,1678,0,0,0,0,1,40
20230830,15,844899,4,15,02,714_7810586476051201,188_2782314525609310,43,32,32,511,75,2071,0,0,0,0,1,32
20240309,6,381584,3,23,00,205_7764167623378289,171_1146625764598595,30,30,30,508,60,1521,0,0,0,0,1,30
20240323,0,570399,6,11,00,187_8036498728801383,111_7457941129450592,0,0,0,0,1,0,0,0,0,0,1,0
20240203,12,582409,6,19,02,700_1400086102063774,777_1130092367040023,41,31,31,510,72,1936,31,36,31,503,67,1744
20231113,21,88324,2,11,00,196_5953337673345489,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20230721,12,982818,6,14,01,102_9735646164602453,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20231105,15,658523,1,24,01,129_1916525792386985,196_7834262485831850,0,0,0,0,1,0,0,0,0,0,1,0
20231203,21,850744,3,28,SP,156_1513292979842435,119_8368847666573739,0,0,0,0,1,0,0,0,0,0,1,0
20230906,0,787751,4,0,02,136_6319613916639528,154_5993995880737660,0,0,0,0,1,0,0,0,0,0,1,0
20231026,3,772661,8,23,SP,183_1088770398523804,155_4905296682741274,0,0,0,0,1,0,0,0,0,0,1,0
20240114,18,504721,6,11,02,672_2425567546371265,857_3947123346806583,31,39,31,511,70,1904,36,34,34,510,70,1875
20240225,0,184222,8,21,02,672_2425567546371265,700_1400086102063774,31,39,31,511,70,1904,41,31,31,510,72,1936
20230807,21,221287,4,23,00,113_2098825158383212,155_4249482654429967,0,0,0,0,1,0,0,0,0,0,1,0
20240315,12,266902,5,28,02,917_9821905184464824,118_4704158273974840,27,40,27,501,67,1678,0,0,0,0,1,40
20240317,3,15468,6,22,02,131_9422122567996528,177_1899095489646434,0,0,0,0,1,0,0,0,0,0,1,0
20231018,8,997391,5,15,00,117_5859219334364387,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231109,18,234549,3,2,00,114_2287680662840575,106_3058513067378613,0,0,0,0,1,0,0,0,0,0,1,0
20231216,15,946436,1,17,02,192_6662549304309174,127_8310061873107588,0,0,0,0,1,0,0,0,0,0,1,0
20231101,15,779757,2,25,00,153_2307612462927747,177_6185964404311495,0,0,0,0,1,0,0,0,0,0,1,0
20231225,3,563865,1,17,01,205_7764167623378289,105_9385566253531961,30,30,30,508,60,1521,0,0,0,0,1,30
20231222,15,488498,2,1,00,135_4313202385354108,174_6484233262687055,0,0,0,0,1,0,0,0,0,0,1,0
20231013,0,108775,2,3,02,177_7567459581782039,113_6308665692598894,0,0,0,0,1,0,0,0,0,0,1,0
20240322,3,637595,6,17,00,151_9424268996189991,114_8851345748535473,0,0,0,0,1,0,0,0,0,0,1,0
20240502,0,537294,1,19,01,165_1914625372258677,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20230912,8,535542,8,19,02,181_3686011912003331,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20240322,3,168826,8,26,01,137_2092639066874089,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20240305,3,60592,5,18,02,777_1130092367040023,125_7146012700096340,31,36,31,503,67,1744,44,34,34,508,78,2127
20230829,3,75255,7,4,01,196_2554388576070155,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20230805,6,452458,3,3,SP,159_4935486577621425,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20240625,12,591959,2,12,02,857_3947123346806583,188_9769683653642700,36,34,34,510,70,1875,0,0,0,0,1,34
20240505,18,895003,8,0,SP,125_7146012700096340,130_2642265341252020,44,34,34,508,78,2127,0,0,0,0,1,34
20240418,8,772688,3,15,00,459_9771999429864325,106_7722779675421393,32,37,32,511,69,1879,0,0,0,0,1,37
20240402,0,410994,6,20,00,129_1901441105154062,123_5658050292598269,0,0,0,0,1,0,0,0,0,0,1,0
20230629,15,479972,6,26,01,777_1130092367040023,205_7764167623378289,31,36,31,503,67,1744,30,30,30,508,60,1521
20231021,21,117822,7,21,01,917_9821905184464824,179_8735126938969285,27,40,27,501,67,1678,0,0,0,0,1,40
20240409,15,279110,3,25,00,700_1400086102063774,857_3947123346806583,41,31,31,510,72,1936,36,34,34,510,70,1875
20240526,6,564579,7,25,02,857_3947123346806583,140_3687725776223529,36,34,34,510,70,1875,0,0,0,0,1,34
20231008,8,608481,5,25,SP,714_7810586476051201,857_3947123346806583,43,32,32,511,75,2071,36,34,34,510,70,1875
20231114,8,476431,5,26,02,192_2400762164214291,164_1451402935800640,0,0,0,0,1,0,0,0,0,0,1,0
20231227,21,608992,6,27,01,148_4245720712005971,176_5967711447905560,0,0,0,0,1,0,0,0,0,0,1,0
20230805,21,653257,1,12,02,700_1400086102063774,103_2765230702120287,41,31,31,510,72,1936,0,0,0,0,1,31
20240409,15,630700,4,16,SP,714_7810586476051201,459_9771999429864325,43,32,32,511,75,2071,32,37,32,511,69,1879
20230816,8,917850,8,25,02,131_4590475423174672,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20240221,8,975584,2,30,SP,917_9821905184464824,115_8208353955704020,27,40,27,501,67,1678,0,0,0,0,1,40
20240102,12,694294,2,19,02,459_9771999429864325,177_2649070543956238,32,37,32,511,69,1879,0,0,0,0,1,37
20240226,18,264847,5,3,00,160_2734257592351364,178_1052179477350827,0,0,0,0,1,0,0,0,0,0,1,0
20230716,3,185948,7,16,SP,192_8464119859203924,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20231123,18,962181,8,14,SP,205_7764167623378289,205_7764167623378289,30,30,30,508,60,1521,30,30,30,508,60,1521
20240506,6,148581,6,11,00,459_9771999429864325,151_3127668587618200,32,37,32,511,69,1879,0,0,0,0,1,37
20240614,0,371734,6,24,02,672_2425567546371265,672_2425567546371265,31,39,31,511,70,1904,31,39,31,511,70,1904
20231013,3,160565,5,27,00,777_1130092367040023,113_3962118867359340,31,36,31,503,67,1744,0,0,0,0,1,36
20231020,18,764257,4,1,SP,459_9771999429864325,672_2425567546371265,32,37,32,511,69,1879,31,39,31,511,70,1904
20240609,21,3942,1,28,01,205_7764167623378289,186_9904556194359118,30,30,30,508,60,1521,0,0,0,0,1,30
20231003,8,362111,8,30,02,153_3991753595660324,700_1400086102063774,0,0,0,0,1,41,41,31,31,510,72,1936
20231016,8,40586,4,15,00,205_7764167623378289,459_9771999429864325,30,30,30,508,60,1521,32,37,32,511,69,1879
20231223,12,65759,1,27,02,359_8748289854730524,166_3859283739411266,30,37,30,510,67,1774,0,0,0,0,1,37
20231005,8,610298,2,15,00,130_9345000990131667,123_6855450920017544,0,0,0,0,1,0,0,0,0,0,1,0
20240223,15,635688,8,20,SP,917_9821905184464824,139_5453880086275731,27,40,27,501,67,1678,0,0,0,0,1,40
20230709,12,966924,3,14,02,205_7764167623378289,139_4079146684829939,30,30,30,508,60,1521,0,0,0,0,1,30
20230811,6,906690,3,0,SP,101_6901771900069493,113_6526816010955200,0,0,0,0,1,0,0,0,0,0,1,0
20231222,21,967321,2,27,02,714_7810586476051201,359_8748289854730524,43,32,32,511,75,2071,30,37,30,510,67,1774
20231130,15,635621,7,15,00,857_3947123346806583,178_4184838499970525,36,34,34,510,70,1875,0,0,0,0,1,34
20230727,18,529514,6,19,02,359_8748289854730524,672_2425567546371265,30,37,30,510,67,1774,31,39,31,511,70,1904
20240619,8,561263,2,12,00,777_1130092367040023,857_3947123346806583,31,36,31,503,67,1744,36,34,34,510,70,1875
20240418,21,194257,4,24,02,714_7810586476051201,857_3947123346806583,43,32,32,511,75,2071,36,34,34,510,70,1875
20240527,18,519412,1,30,02,139_1992360194415774,198_6143842855208826,0,0,0,0,1,0,0,0,0,0,1,0
20230629,8,474288,6,25,02,359_8748289854730524,359_8748289854730524,30,37,30,510,67,1774,30,37,30,510,67,1774
20240427,8,471022,1,27,SP,125_7146012700096340,125_7146012700096340,44,34,34,508,78,2127,44,34,34,508,78,2127
20230807,8,542616,2,2,01,109_7854008141960239,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240627,6,730432,2,25,02,145_1318966980544968,205_7764167623378289,0,0,0,0,1,30,30,30,30,508,60,1521
20240425,18,175076,6,30,SP,125_7146012700096340,672_2425567546371265,44,34,34,508,78,2127,31,39,31,511,70,1904
20240409,15,544658,7,19,02,187_7121278832057367,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20230721,18,796059,6,15,00,857_3947123346806583,117_6931144999458643,36,34,34,510,70,1875,0,0,0,0,1,34
20240115,6,9392,6,18,01,700_1400086102063774,126_1707581344342717,41,31,31,510,72,1936,0,0,0,0,1,31
20240518,15,861398,8,0,SP,857_3947123346806583,101_5483432681649865,36,34,34,510,70,1875,0,0,0,0,1,34
20240308,8,479712,2,11,SP,137_3098368099917143,179_8552643710956208,0,0,0,0,1,0,0,0,0,0,1,0
20240625,0,23566,8,21,01,181_9660299164240879,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230726,18,595987,8,16,00,132_7809563897361559,122_4859561138286542,0,0,0,0,1,0,0,0,0,0,1,0
20240109,21,974242,7,22,00,359_8748289854730524,700_1400086102063774,30,37,30,510,67,1774,41,31,31,510,72,1936
20230701,6,140399,5,0,01,917_9821905184464824,132_7218186914662815,27,40,27,501,67,1678,0,0,0,0,1,40
20240204,12,267420,3,2,01,159_3619473422373593,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240529,12,435498,8,2,02,141_3883603550084276,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20230719,12,712253,3,16,00,714_7810586476051201,714_7810586476051201,43,32,32,511,75,2071,43,32,32,511,75,2071
20240208,12,695728,3,25,02,151_9323569149476614,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20230705,8,676713,4,16,02,129_4807365066052362,146_3957110224544604,0,0,0,0,1,0,0,0,0,0,1,0
20240523,12,804176,6,3,02,102_8555041816610999,177_1934493902604408,0,0,0,0,1,0,0,0,0,0,1,0
20231021,8,792318,2,14,01,127_6692353252580406,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20230720,21,200708,8,25,00,917_9821905184464824,181_8738441644545391,27,40,27,501,67,1678,0,0,0,0,1,40
20230710,8,431472,8,16,01,917_9821905184464824,917_9821905184464824,27,40,27,501,67,1678,27,40,27,501,67,1678
20231015,8,285858,3,30,02,115_8671062623977270,103_2129075034373540,0,0,0,0,1,0,0,0,0,0,1,0
20230708,15,906535,8,28,02,112_7443993779374411,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240327,21,547536,1,1,02,205_7764167623378289,857_3947123346806583,30,30,30,508,60,1521,36,34,34,510,70,1875
20231109,0,507249,6,11,02,121_8204078124229728,198_9774643411809889,0,0,0,0,1,0,0,0,0,0,1,0
20230710,15,323785,8,13,SP,459_9771999429864325,150_5825540040324100,32,37,32,511,69,1879,0,0,0,0,1,37
20230904,18,940233,5,26,02,196_1360150268177574,168_2055215260869879,0,0,0,0,1,0,0,0,0,0,1,0
20230821,21,949452,1,13,00,157_7618483173412535,137_1186925477853473,0,0,0,0,1,0,0,0,0,0,1,0
20231128,15,916234,5,12,01,857_3947123346806583,179_1280467365430002,36,34,34,510,70,1875,0,0,0,0,1,34
20231227,3,386096,3,21,SP,177_4386352684933484,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231019,3,376557,4,4,02,205_7764167623378289,857_3947123346806583,30,30,30,508,60,1521,36,34,34,510,70,1875
20240521,3,165441,3,24,01,700_1400086102063774,173_3706018819619891,41,31,31,510,72,1936,0,0,0,0,1,31
20240515,0,270300,6,21,SP,459_9771999429864325,127_1952365166844387,32,37,32,511,69,1879,0,0,0,0,1,37
20240104,21,850575,7,2,00,147_1905059785601007,185_4944405583188447,0,0,0,0,1,0,0,0,0,0,1,0
20230913,0,473155,2,18,SP,174_7620179323545311,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20231228,8,906288,1,17,00,777_1130092367040023,137_9682239542543150,31,36,31,503,67,1744,0,0,0,0,1,36
20231231,21,824969,6,2,SP,459_9771999429864325,160_1807019340417421,32,37,32,511,69,1879,0,0,0,0,1,37
20230811,15,720685,3,11,SP,359_8748289854730524,359_8748289854730524,30,37,30,510,67,1774,30,37,30,510,67,1774
20231211,0,704079,5,0,02,190_6626448298078046,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20231101,21,645543,1,1,01,164_2984829090109844,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20231208,6,631626,2,17,SP,200_5278664244069719,200_3135633464025283,0,0,0,0,1,0,0,0,0,0,1,0
20230810,18,291606,6,1,00,137_1607488845199176,138_4145962351266217,0,0,0,0,1,0,0,0,0,0,1,0
20230712,0,35617,3,1,01,777_1130092367040023,169_7142328063661833,31,36,31,503,67,1744,0,0,0,0,1,36
20240213,3,227479,3,30,02,359_8748289854730524,146_9887227765263944,30,37,30,510,67,1774,0,0,0,0,1,37
20240306,21,308369,5,17,01,700_1400086102063774,156_7955139874811024,41,31,31,510,72,1936,0,0,0,0,1,31
20240105,21,603544,4,2,02,700_1400086102063774,111_2575991421105578,41,31,31,510,72,1936,0,0,0,0,1,31
20240406,6,109466,5,4,SP,104_7822856286677124,177_3008212098026224,0,0,0,0,1,0,0,0,0,0,1,0
20240605,21,91204,6,22,00,857_3947123346806583,359_8748289854730524,36,34,34,510,70,1875,30,37,30,510,67,1774
20240602,0,701848,2,1,SP,164_5047498164606669,672_2425567546371265,0,0,0,0,1,31,31,39,31,511,70,1904
20231128,6,615462,1,28,01,700_1400086102063774,857_3947123346806583,41,31,31,510,72,1936,36,34,34,510,70,1875
20240123,0,403776,6,30,00,205_7764167623378289,700_1400086102063774,30,30,30,508,60,1521,41,31,31,510,72,1936
20230826,18,637160,3,22,01,172_7798693118673985,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240626,21,33438,5,21,02,173_4632343965849455,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20231227,15,405357,8,13,SP,777_1130092367040023,110_9118649414513120,31,36,31,503,67,1744,0,0,0,0,1,36
20240517,6,771920,7,27,SP,714_7810586476051201,117_2635842392159327,43,32,32,511,75,2071,0,0,0,0,1,32
20231210,0,137716,4,15,SP,459_9771999429864325,170_4588207690270845,32,37,32,511,69,1879,0,0,0,0,1,37
20240404,0,855373,4,13,02,187_3198705437313459,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240229,21,957978,5,20,SP,459_9771999429864325,857_3947123346806583,32,37,32,511,69,1879,36,34,34,510,70,1875
20231015,6,369062,5,21,00,205_7764167623378289,186_7679424704711331,30,30,30,508,60,1521,0,0,0,0,1,30
20231225,0,549096,6,27,02,777_1130092367040023,125_7146012700096340,31,36,31,503,67,1744,44,34,34,508,78,2127
20240615,6,728038,2,14,01,672_2425567546371265,150_1124084314712430,31,39,31,511,70,1904,0,0,0,0,1,39
20240116,12,876718,7,17,01,700_1400086102063774,167_5620419104503961,41,31,31,510,72,1936,0,0,0,0,1,31
20240110,6,337363,7,1,00,140_6912051427522759,170_3532605105765138,0,0,0,0,1,0,0,0,0,0,1,0
20240327,15,615093,2,1,00,178_4341266542323579,777_1130092367040023,0,0,0,0,1,31,31,36,31,503,67,1744
20230704,6,327770,1,30,01,158_9972078407373735,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20230814,12,393895,1,4,01,700_1400086102063774,777_1130092367040023,41,31,31,510,72,1936,31,36,31,503,67,1744
20240506,12,3780,2,2,00,110_2528070544929677,119_2621766045012109,0,0,0,0,1,0,0,0,0,0,1,0
20230908,12,791880,4,20,00,124_4794650561942595,125_7146012700096340,0,0,0,0,1,44,44,34,34,508,78,2127
20230721,6,549799,5,23,01,189_5759380819426073,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240128,8,458789,8,24,00,116_4521171984843237,714_7810586476051201,0,0,0,0,1,43,43,32,32,511,75,2071
20231226,18,614264,8,0,00,125_7146012700096340,101_3353121286517545,44,34,34,508,78,2127,0,0,0,0,1,34
20231019,3,661742,5,13,00,777_1130092367040023,194_5964245644116164,31,36,31,503,67,1744,0,0,0,0,1,36
20231009,0,905477,8,2,SP,142_4779388664581792,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
20231217,21,284467,4,27,SP,146_6031276646678295,174_9414890112499014,0,0,0,0,1,0,0,0,0,0,1,0
20230910,6,482091,7,4,02,156_4831215436660055,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20240617,15,782300,8,12,00,700_1400086102063774,165_1131920583926842,41,31,31,510,72,1936,0,0,0,0,1,31
20240615,15,612357,7,24,01,126_5388525958667466,857_3947123346806583,0,0,0,0,1,36,36,34,34,510,70,1875
20240613,15,379467,5,25,00,459_9771999429864325,359_8748289854730524,32,37,32,511,69,1879,30,37,30,510,67,1774
20240607,8,121538,7,19,SP,205_7764167623378289,100_9675271359007799,30,30,30,508,60,1521,0,0,0,0,1,30
20230924,8,103491,5,12,00,125_7146012700096340,106_6398873353412458,44,34,34,508,78,2127,0,0,0,0,1,34
20240616,18,109826,1,3,00,127_4744742580944448,917_9821905184464824,0,0,0,0,1,27,27,40,27,501,67,1678
20230726,21,20130,7,18,SP,714_7810586476051201,118_7375219436890178,43,32,32,511,75,2071,0,0,0,0,1,32
20230923,18,984569,5,28,00,185_3579189778490659,459_9771999429864325,0,0,0,0,1,32,32,37,32,511,69,1879
20240109,0,989873,8,19,01,459_9771999429864325,714_7810586476051201,32,37,32,511,69,1879,43,32,32,511,75,2071
20240419,8,327079,8,25,02,700_1400086102063774,184_7765782202764853,41,31,31,510,72,1936,0,0,0,0,1,31
20240314,0,341017,1,14,02,714_7810586476051201,103_3259658800206302,43,32,32,511,75,2071,0,0,0,0,1,32
20230923,21,652275,1,27,02,205_7764167623378289,700_1400086102063774,30,30,30,508,60,1521,41,31,31,510,72,1936
20240519,15,617582,5,20,01,132_2422484073013209,359_8748289854730524,0,0,0,0,1,30,30,37,30,510,67,1774
